img_name,redness_index,red_pixels_nb
2019_B_S_A4_7.tif,299.4516239279515,63374
2019_B_S_A4_8.tif,402.83893679794886,81872
2019_B_S_A4_9.tif,263.5025559744606,54182
2019_H_L_A1_1.tif,377.4486211621014,88007
2019_H_L_A1_2.tif,292.4986787165885,66324
2019_H_L_A1_3.tif,461.31944840399586,105227
2019_H_L_A1_4.tif,402.4799267614977,90438
2019_H_L_A1_5.tif,476.62208516731624,104979
2019_H_L_A1_6.tif,263.61694355372316,64826
2019_H_L_A1_7.tif,412.46560818237475,90431
2019_H_L_A1_8.tif,1046.6369348759727,234155
2019_H_L_A1_9.tif,209.18949152521205,47862
2019_H_L_A2_1.tif,553.6978449812893,119597
2019_H_L_A2_10.tif,394.5066004531417,93754
2019_H_L_A2_2.tif,191.4105486254614,44913
2019_H_L_A2_3.tif,269.82877934871124,62234
2019_H_L_A2_4.tif,261.9069135746591,58388
2019_H_L_A2_5.tif,586.3338829643446,118304
2019_H_L_A2_6.tif,395.35845375383,88356
2019_H_L_A2_7.tif,380.6141177438337,86575
2019_H_L_A2_8.tif,203.79422368716243,47206
2019_H_L_A2_9.tif,184.70636994401391,45518
2019_H_L_A3_1.tif,304.1211832820889,72274
2019_H_L_A3_10.tif,499.23364160611374,108366
2019_H_L_A3_2.tif,332.2267430918621,72420
2019_H_L_A3_3.tif,418.41453061063555,86863
2019_H_L_A3_4.tif,447.04944405405115,93386
2019_H_L_A3_5.tif,542.1877216556112,114630
2019_H_L_A3_6.tif,298.914774176627,71876
2019_H_L_A3_7.tif,454.735662593704,95755
2019_H_L_A3_8.tif,438.90444442057554,92438
2019_H_L_A3_9.tif,691.2490736981773,155544
2019_H_S_A1_1.tif,151.9976868137607,36635
2019_H_S_A1_10.tif,180.05822896122822,43772
2019_H_S_A1_2.tif,179.79036714215772,44117
2019_H_S_A1_3.tif,618.4304835885731,130451
2019_H_S_A1_4.tif,232.46230618826354,56722
2019_H_S_A1_5.tif,502.0388095551505,106605
2019_H_S_A1_6.tif,281.01577875927075,69551
2019_H_S_A1_7.tif,257.8460895298101,51025
2019_H_S_A1_8.tif,609.6193194757398,127231
2019_H_S_A1_9.tif,337.24545925195457,83697
2019_H_S_A2_1.tif,34.20035516680665,8395
2019_H_S_A2_10.tif,249.75855572805375,61757
2019_H_S_A2_2.tif,159.47600896132502,36893
2019_H_S_A2_3.tif,289.8250511771846,63947
2019_H_S_A2_4.tif,131.88789800804688,30004
2019_H_S_A2_5.tif,119.54446908657529,27188
2019_H_S_A2_6.tif,139.00991954785664,31919
2019_H_S_A2_7.tif,102.17905469983734,24190
2019_H_S_A2_8.tif,497.95262298059026,114714
2019_H_S_A2_9.tif,356.7502532723368,71924
2019_H_S_A3_1.tif,397.63150835310245,79496
2019_H_S_A3_10.tif,339.8131079777385,73383
2019_H_S_A3_2.tif,67.81266788983592,14992
2019_H_S_A3_3.tif,262.7217097256907,58139
2019_H_S_A3_4.tif,52.397314585776456,11447
2019_H_S_A3_5.tif,99.82749521171029,21044
2019_H_S_A3_6.tif,71.24038306456222,15556
2019_H_S_A3_7.tif,128.98901872602852,27046
2019_H_S_A3_8.tif,61.92470595128659,15211
2019_H_S_A3_9.tif,63.17897207995678,13407
2019_ISF_L_A_1.tif,156.6957173997466,34551
2019_ISF_L_A_10.tif,408.30300762683675,86261
2019_ISF_L_A_2.tif,363.83083946118325,80726
2019_ISF_L_A_3.tif,159.88886234097174,36842
2019_ISF_L_A_4.tif,198.45760848369156,43780
2019_ISF_L_A_5.tif,179.97559626394627,41457
2019_ISF_L_A_6.tif,131.50258214976822,29954
2019_ISF_L_A_7.tif,209.37065566285665,48963
2019_ISF_L_A_8.tif,169.9135380438527,37452
2019_ISF_L_A_9.tif,421.1491007357297,88584
2019_ISF_L_B_1.tif,332.40430102241226,67101
2019_ISF_L_B_10.tif,193.8910780162632,44214
2019_ISF_L_B_2.tif,237.9881328479458,52937
2019_ISF_L_B_3.tif,308.99980958250376,67029
2019_ISF_L_B_4.tif,212.94384900946972,50030
2019_ISF_L_B_5.tif,444.86339842025654,91641
2019_ISF_L_B_6.tif,413.56922030728,83591
2019_ISF_L_B_7.tif,419.37166462248047,91996
2019_ISF_L_B_8.tif,111.88848556865055,26096
2019_ISF_L_B_9.tif,184.67615647900232,42079
2019_ISF_L_C_1.tif,260.238413014663,59330
2019_ISF_L_C_10.tif,338.58469697603516,69595
2019_ISF_L_C_2.tif,376.6985230075247,77704
2019_ISF_L_C_3.tif,569.8139132450807,112119
2019_ISF_L_C_4.tif,221.65403419758871,51224
2019_ISF_L_C_5.tif,195.37152630356766,45294
